,x-centroids,y-centroids,pixel major,pixel minor,puncta major,puncta minor,aspect ratio,average background,puncta intensity,partition coeff,file number,channel number,frame number,stack number,puncta index,covariances
151,498.60633290059167,483.67172824764367,5.516460340196807,3.2413165329675855,0.26959272904170456,0.15840508513101217,1.701919662608889,1041.704918032787,3582.0,3.438593730328591,file4,channel2,1,zstack1,31,"[4.19357406e+01 2.75596285e-02 3.06725168e-02 7.01005523e-03
 9.01428017e-03 5.63663098e-03 1.36254067e+01]"
152,163.32314435530364,485.9457742116325,5.450993502010982,4.329178973867461,0.26639332535168936,0.21156957579672486,1.2591287019814177,1384.8536585365853,5915.0,4.271209426020183,file4,channel2,1,zstack1,32,"[7.03301874e+01 2.66664839e-02 3.13819339e-02 5.17961509e-03
 4.86605974e-03 3.65361002e-03 3.32212559e+01]"
153,143.2855749102907,514.8604529115256,5.737815922811459,4.215074062286924,0.2804105092713312,0.20599320025643375,1.361260997558453,1407.1978021978023,4540.0,3.2262699621256488,file4,channel2,1,zstack1,33,"[6.59738404e+01 3.49472287e-02 4.78635591e-02 8.07042083e-03
 6.37799632e-03 4.19030618e-03 3.05690226e+01]"
154,143.41997809332338,530.2518081794959,8.372540234196372,3.4022782132024147,0.4091710683209488,0.16627137908937636,2.4608629011310827,1308.8219178082193,3988.0,3.0470149878589967,file4,channel2,1,zstack1,34,"[5.75098111e+01 3.03575225e-02 7.61906933e-02 1.19696444e-02
 6.63576048e-03 2.50678949e-03 2.42976914e+01]"
155,412.495870617696,585.4375207807693,5.102887398302193,3.3651160581716546,0.249381171052112,0.1644552422599659,1.516407550316321,892.0232558139535,3360.0,3.7667179393591783,file4,channel2,1,zstack1,35,"[5.20092353e+01 2.84970612e-02 3.82082515e-02 9.70506314e-03
 9.35764956e-03 5.32997419e-03 1.62598276e+01]"
156,145.5461481981661,598.6604771137837,6.46802344618029,3.270822653503714,0.316096189372634,0.1598470669578016,1.9774913321123435,1359.9444444444443,4390.0,3.2280730421994366,file4,channel2,1,zstack1,36,"[7.34496749e+01 4.54169384e-02 5.07646466e-02 9.74030570e-03
 1.32305340e-02 7.75702551e-03 2.77512426e+01]"
157,439.4268290594321,603.2869045871344,5.921904399961549,3.2636490603239694,0.2894070236808327,0.1594964891519085,1.8145040384255362,1217.2539682539682,4275.0,3.512003338245074,file4,channel2,1,zstack1,37,"[4.97570917e+01 2.81644798e-02 3.01381384e-02 6.23286760e-03
 8.56103406e-03 5.41858327e-03 1.74835534e+01]"
158,198.1120203809955,619.3503155635143,8.213532422636014,3.1796051787097634,0.40140026109785604,0.15538921419544188,2.5831925541047656,1482.323076923077,4490.0,3.0290292783676347,file4,channel2,1,zstack1,38,"[5.94865999e+01 2.45481857e-02 6.73873878e-02 1.19938297e-02
 6.04144702e-03 2.17157631e-03 2.26361245e+01]"
159,222.8098987860701,76.7024595449862,6.058026718912872,4.1762459981823925,0.2960594031391184,0.20409564945033598,1.4505914454152073,1832.729411764706,6104.0,3.330551668357063,file5,channel2,1,zstack1,0,"[7.54065707e+01 3.89142283e-02 2.76720321e-02 3.15020908e-03
 5.00110990e-03 6.40267395e-03 3.69791134e+01]"
160,314.2532283640974,121.23731396322204,6.0044331683910706,3.9381210601294527,0.2934402541462532,0.1924583407517134,1.5246949183917913,1354.873015873016,4273.0,3.1538010942277728,file5,channel2,1,zstack1,1,"[7.33025731e+01 5.38347324e-02 4.29924562e-02 5.77348564e-03
 9.09421436e-03 9.04035131e-03 3.25992527e+01]"
161,500.5756225657596,138.9140626011498,5.625714042680093,3.282703552199821,0.27493202308062964,0.16042769361065942,1.713744160330945,1359.2280701754387,4350.0,3.2003459135732353,file5,channel2,1,zstack1,2,"[7.21877409e+01 5.04705785e-02 3.86179126e-02 6.87194620e-03
 1.25809727e-02 1.18887033e-02 2.41545924e+01]"
162,640.0659768447538,158.90164771958942,7.068020592742526,3.1650284280219667,0.34541841017793723,0.1546768396370954,2.233161803592328,2073.08,5810.0,2.802593242904278,file5,channel2,1,zstack1,3,"[9.42317378e+01 4.07996585e-02 6.98019814e-02 1.45582947e-02
 1.26153272e-02 5.10530357e-03 3.49056526e+01]"
163,271.80502606838235,170.17151640388653,4.693258966007745,3.973787227727985,0.22936238361505856,0.19420136777708383,1.1810544191343426,1493.0,5647.0,3.78231748158071,file5,channel2,1,zstack1,4,"[1.44792018e+02 5.84297188e-02 5.88894718e-02 1.16569517e-02
 1.39066243e-02 1.14676679e-02 5.15349601e+01]"
164,402.764343487594,172.45070671226404,5.737420016690381,3.846752839727566,0.2803911611014825,0.18799312096098256,1.4914969211010487,1532.878048780488,4995.0,3.258576247454175,file5,channel2,1,zstack1,5,"[5.75449100e+01 3.40436733e-02 2.75731791e-02 3.99411591e-03
 6.27979823e-03 6.19886244e-03 2.39543707e+01]"
165,322.2018176175459,194.28215290229454,5.214046071678792,3.5733290637746005,0.25481356216238393,0.17463073685990918,1.4591564276957634,1376.6268656716418,5400.0,3.9226315675347485,file5,channel2,1,zstack1,6,"[7.08463312e+01 2.92368064e-02 3.07907927e-02 6.38072946e-03
 7.97561815e-03 5.72751213e-03 2.47849533e+01]"
166,236.76477861459855,210.8006804847707,4.889015366375241,4.288530096094815,0.2389291164378982,0.20958304073340575,1.1400212326426797,1929.5189873417721,10143.0,5.256750551065394,file5,channel2,1,zstack1,7,"[1.11924079e+02 2.28614439e-02 2.56162906e-02 4.67175989e-03
 4.68663498e-03 3.66858304e-03 4.59450493e+01]"
167,401.15654301706536,238.6784889028091,5.4222571600792095,3.443310548632485,0.26498896306748854,0.16827665395865107,1.5747220831512467,1425.5777777777778,5002.0,3.5087527863946004,file5,channel2,1,zstack1,8,"[1.00665488e+02 3.89454716e-02 5.72544922e-02 1.35148197e-02
 1.15626075e-02 6.21962727e-03 3.36785452e+01]"
168,374.6023392351039,246.3798811328435,5.131049017218211,4.220902873666009,0.2507574462774553,0.20627805776828906,1.2156283076852008,1460.1791044776119,5134.0,3.5160070324638157,file5,channel2,1,zstack1,9,"[6.64538561e+01 3.08034750e-02 3.32159936e-02 5.69999068e-03
 6.13179213e-03 4.86369528e-03 2.78664325e+01]"
169,359.4389461090212,287.027582080423,6.198894006505953,3.2293554934885047,0.3029436720639207,0.15782054194997192,1.9195452526069252,1522.0144927536232,5282.0,3.470400594178196,file5,channel2,1,zstack1,10,"[7.36387217e+01 3.02276350e-02 4.43258699e-02 1.00125139e-02
 9.68164939e-03 4.60347849e-03 2.59427317e+01]"
170,152.31680624065413,292.89813763018384,6.15441089922967,4.1645985414357005,0.30076975590259464,0.20352643124571027,1.4777921180148141,1777.4927536231885,5443.0,3.0621784470879843,file5,channel2,1,zstack1,11,"[7.81483482e+01 3.23255162e-02 4.76217620e-02 7.83746578e-03
 5.72464754e-03 3.51895505e-03 3.84828858e+01]"
171,141.00797607344956,338.43214396146027,5.2134699789922445,3.56574900007982,0.2547854081668924,0.1742602945958916,1.46209673728452,1760.8363636363636,5614.0,3.188257646159883,file5,channel2,1,zstack1,12,"[1.38301221e+02 6.73041976e-02 6.69847107e-02 1.33784507e-02
 1.79118609e-02 1.34863010e-02 4.69662816e+01]"
172,334.1649627877697,357.60090523068044,4.852432156541148,3.256077310176504,0.23714127300786159,0.15912645317593985,1.4902693315589948,1601.8983050847457,6424.0,4.01024208566108,file5,channel2,1,zstack1,13,"[1.01226583e+02 3.61157081e-02 3.33542133e-02 7.93401257e-03
 1.17560754e-02 9.33400387e-03 2.95623213e+01]"
173,216.60179011252794,368.22972646418594,5.290043937340103,3.352899111038837,0.2585276234882099,0.1638581927182344,1.5777521965762566,1588.375,4951.0,3.117022113795546,file5,channel2,1,zstack1,14,"[9.71507392e+01 4.72479537e-02 5.48240532e-02 1.27703054e-02
 1.50166408e-02 9.39561720e-03 3.17974726e+01]"
174,187.4195871060746,399.8544284876176,4.808446785992879,3.5402401528782126,0.2349916815392867,0.17301366191701986,1.3582261593422174,1515.5604395604396,5177.0,3.4158980828910352,file5,channel2,1,zstack1,15,"[8.69731084e+01 3.49997524e-02 4.56284205e-02 1.14305918e-02
 1.07843564e-02 6.63158849e-03 2.72930001e+01]"
175,281.98202881848766,405.5623962230919,5.159086600504719,3.637846199227028,0.2521276598071105,0.17778372800711875,1.418170620187551,1720.0978260869565,7022.0,4.082325954666381,file5,channel2,1,zstack1,16,"[8.59171667e+01 2.49119564e-02 3.37960853e-02 7.66628042e-03
 6.83150061e-03 4.09122999e-03 2.97193218e+01]"
176,63.32366318703939,423.4295173920132,5.325481796664583,4.033387570467866,0.2602594929511456,0.1971140723122699,1.320349632566264,1351.6716417910447,4500.0,3.32921092732051,file5,channel2,1,zstack1,18,"[1.02507329e+02 6.17415219e-02 6.20934592e-02 1.04516229e-02
 1.26730964e-02 1.03364902e-02 4.24240719e+01]"
177,328.6239869528665,428.32507464894763,5.04808932431978,3.757426981992362,0.24670315627450173,0.18362771266005645,1.343496320357781,1081.8625,4757.0,4.397046759639049,file5,channel2,1,zstack1,19,"[5.30127092e+01 2.06329242e-02 2.72963890e-02 6.02440962e-03
 5.37334678e-03 3.37560889e-03 1.87038097e+01]"
