,x-centroids,y-centroids,pixel major,pixel minor,puncta major,puncta minor,aspect ratio,orientation,average background,puncta intensity,partition coeff,file number,channel number,frame number,stack number,puncta index,covariances
0,68.17712838258714,74.98991958628022,7.453181745067085,4.294038756345451,0.3642414669521152,0.20985225226738724,1.7357043492104627,0.8513718190919239,2858.332191780822,13436.0,4.700643276745588,file 1,channel 2,2,zstack 1,0,"[1.60059990e+02 4.41732751e-02 5.16761650e-02 4.56293626e-03
 5.91427446e-03 3.33224589e-03 2.79813547e+01]"
1,47.95195609578683,73.14058200316019,7.741297594699297,4.755523181213203,0.37832186151536995,0.2324052731970909,1.6278540340800904,0.7584180736594844,2683.3972602739727,11743.0,4.376169035367148,file 1,channel 2,4,zstack 1,0,"[1.40464924e+02 5.17787889e-02 4.89470847e-02 3.15565622e-03
 4.94849259e-03 3.53234784e-03 2.73294570e+01]"
2,73.48679647210645,60.94585320915738,7.566326502748253,4.3932003898008105,0.3697709191948445,0.2146983408333951,1.7222812144681872,0.13612319772379733,2560.3356164383563,13427.0,5.244234354978077,file 1,channel 2,7,zstack 1,0,"[1.67050416e+02 6.20606364e-02 3.64910150e-02 2.02710720e-03
 4.63553626e-03 5.87588892e-03 2.99660443e+01]"
3,73.63082213341917,59.364756144219456,9.35153662946197,4.403834265623514,0.457015209970706,0.215218024729687,2.123498766168472,0.7658461244691135,2514.236301369863,12369.0,4.919585320306147,file 1,channel 2,10,zstack 1,0,"[1.59526637e+02 6.31777135e-02 6.31622433e-02 3.85478585e-03
 6.26229969e-03 3.85714268e-03 3.39064381e+01]"
4,51.13258499769094,85.7459395099521,6.949801893887426,5.122717471098429,0.33964099138352083,0.25035027861611964,1.3566631252059325,1.2421054049159788,2289.4349315068494,13086.0,5.715820886591924,file 1,channel 2,13,zstack 1,0,"[1.47905802e+02 3.72579729e-02 4.87147792e-02 3.68082603e-03
 3.77125945e-03 2.15101523e-03 2.80481450e+01]"
5,29.681464264968803,48.815059236162135,5.507070219897797,3.9791951033016884,0.2691338282246365,0.19446565390339007,1.383965871723247,0.6991274897040031,2452.5292096219932,6779.0,2.764085326039743,file 3,channel 2,2,zstack 1,0,"[1.60941168e+02 9.72418390e-02 8.64882544e-02 1.09986799e-02
 1.76992063e-02 1.39038181e-02 2.16923894e+01]"
6,27.478946835090596,42.85746180580526,7.823792184003886,5.489213107946319,0.382353421626433,0.26826114044172555,1.4253030498447898,1.8355518391643924,2012.1815068493152,6971.0,3.4643991987160394,file 3,channel 2,3,zstack 1,0,"[9.22426191e+01 6.08197344e-02 8.42873926e-02 5.05109631e-03
 4.77957638e-03 2.61929286e-03 2.03163811e+01]"
7,37.27482063059834,55.7747761729654,4.4783767449852,4.1853201245512635,0.2188609604532011,0.20453910745430778,1.0700201207345774,1.323289606735906,2705.780082987552,4806.0,1.7761975669114682,file 3,channel 2,14,zstack 1,0,"[1.01142797e+02 9.16896506e-02 9.76840835e-02 1.67023191e-02
 2.15449181e-02 1.47153217e-02 1.23516460e+01]"
8,45.105166017738,50.013204138064296,4.526951644995497,4.184783400336837,0.22123484498224985,0.20451287741968655,1.0817648637755348,1.7813071256687476,2363.247474747475,4998.0,2.1148864236209803,file 4,channel 2,3,zstack 1,0,"[1.00421959e+02 6.71586327e-02 7.23855079e-02 1.22560740e-02
 1.56209859e-02 1.05499834e-02 1.23448729e+01]"
9,34.53288329140873,46.36412506148412,6.3355934551518915,5.0195763181465445,0.3096242561969048,0.2453097085429168,1.2621769355807464,0.7408731373325007,2122.093425605536,4577.0,2.1568324677759936,file 4,channel 2,9,zstack 1,0,"[6.30791714e+01 6.80166638e-02 6.45627961e-02 4.91122074e-03
 7.12103353e-03 5.45115065e-03 1.09865263e+01]"
10,32.2323108620099,43.92809774785862,8.95201323769871,4.353027532253954,0.4374902619317226,0.21273506916432436,2.0565027837219874,0.8454558629370977,2101.8754325259515,4575.0,2.176627562796119,file 4,channel 2,13,zstack 1,0,"[6.99440346e+01 8.29981411e-02 9.94689079e-02 7.05066512e-03
 9.38263221e-03 4.89914291e-03 1.41863620e+01]"
11,23.1830562072597,23.710057040675636,6.521584662665043,5.9616655510445336,0.31871375818169445,0.2913501750078155,1.093919913290407,2.1223044164811364,1821.671875,5963.0,3.2733666703834903,file 5,channel 2,3,zstack 1,0,"[6.71582902e+01 4.72525042e-02 5.01087516e-02 3.00364536e-03
 3.72239112e-03 2.67054523e-03 1.36801324e+01]"
12,21.2597223003471,24.92016726068648,8.320540647185492,6.656213480128611,0.40662981728191666,0.32529314932553904,1.2500411340509956,0.7418894750676929,2043.3821138211383,4290.0,2.0994604831778974,file 5,channel 2,5,zstack 1,0,"[4.40026471e+01 7.10440588e-02 6.76098976e-02 2.39911895e-03
 3.25724295e-03 2.65895046e-03 1.22739853e+01]"
13,20.451385912608238,25.829996244241848,6.9643483313728245,5.814225479826948,0.34035188451746534,0.28414469020082533,1.1978118763258057,-0.6904846756506579,2147.185185185185,5807.0,2.704470969745058,file 5,channel 2,17,zstack 1,0,"[6.89396502e+01 5.75984922e-02 5.36733858e-02 2.86237470e-03
 4.08537397e-03 3.30158969e-03 1.44959822e+01]"
14,42.98975760826356,41.924272460624344,6.254721354946407,4.316476064400164,0.3056719881022967,0.2109487769839238,1.449034180110898,2.2046128298128074,1664.0,4853.0,2.9164663461538463,file 6,channel 2,2,zstack 1,0,"[8.42415786e+01 5.50880044e-02 6.63801243e-02 7.28058449e-03
 8.61234660e-03 5.01355942e-03 1.30484020e+01]"
