dy,dx,dt,particle,file number
-0.10298956267848458,0.26852870214163665,2,0,0
0.07273883700901868,-0.2695938117106324,2,0,0
-0.06952279274070093,-0.12705492167011467,2,0,0
0.08519576654643059,-0.23608588336347217,2,0,0
-0.02951732197649243,-0.21224579800340687,2,0,0
-0.055176698749077234,0.18312262758163547,2,0,0
-0.01957782815720287,-0.5086109279134405,2,0,0
-0.060203956292000586,0.3509153117043543,2,0,0
0.13097108369481214,0.029278275931869782,2,0,0
-0.10236723557025647,0.26000553750001765,2,0,0
-0.06867945706490593,0.30090924124347884,2,0,0
0.0069368318650583575,-0.14256794776321838,2,0,0
0.007105067358330794,0.21859508574090392,2,0,0
-0.06988036890772048,0.12708099943171403,2,0,0
0.05383833017042059,0.3042779602187691,2,0,0
-0.08174581885136112,0.3793063990008031,2,0,0
-0.048241289645754824,0.12512728370649123,4,0,0
0.025090461290833643,0.08880883764700843,2,0,0
0.012406315810075645,0.11696571994415765,2,0,0
-0.02776813054757191,-0.2643587750752255,2,0,0
-0.036426252993558464,0.06585026013798993,2,0,0
-0.017006766790657143,0.08504305034019922,2,0,0
-0.0006315843934421409,0.26125054332480574,2,0,0
0.07252226667365111,-0.017341056380750078,2,0,0
0.14851666233616106,-0.24238320576177014,12,0,0
0.01124842907254954,-0.4318239792243186,8,0,0
-0.013321068677357861,-0.01974307377547583,2,0,0
-0.04221560686501877,0.10682518069465835,2,0,0
-0.014698300080024823,-0.19937544209440275,2,0,0
0.12023952691315144,-0.15852202086484934,2,0,0
-0.06798476654853483,0.08476678499631891,2,0,0
-0.040734446301865686,0.15964006210581458,2,0,0
-0.0018618305662338088,-0.07997439238261177,2,0,0
0.08472818814881573,-0.11537497179036768,2,0,0
-0.049589031539158966,-0.22234952024141497,6,0,0
0.0007422208247354807,0.05914143357075473,2,0,0
-0.02178087855441063,-0.02743391869233319,2,0,0
0.007147647801629752,0.05500138347729539,2,0,0
0.052875411555081006,-0.07763893981804319,2,0,0
-0.08287687874727481,-0.06341935575998492,2,0,0
0.12151112462898808,0.16779361020407596,2,0,0
-0.06800879746049741,-0.05912532399921641,2,0,0
0.1012845318645816,0.058728422320455484,2,0,0
-0.02636384605581562,0.0740520751343985,2,0,0
0.00021490898950326276,-0.03917168981965443,2,0,0
-0.028894912560284806,0.03934641224671348,2,0,0
-0.11445110116053536,0.08499313369424501,2,0,0
-0.0387299193462596,0.16703725100166622,2,0,0
-0.00928268964454366,-0.1327789810039577,4,0,0
-0.025178693661026586,-0.18559551448819828,2,0,0
0.010279154491407528,0.008955267119563537,4,0,0
0.024026201796062876,-0.2636344287816465,2,0,0
-0.026155302918077522,-0.25297399414591343,2,0,0
0.07344687261076806,-0.046486000406951236,2,0,0
-0.023242671301031977,0.16272249045579756,2,0,0
-0.03942654522249085,-0.32184986362430934,2,0,0
0.011601253719944624,-0.23689521541441533,2,0,0
0.049320456232193326,0.1263855590277656,2,0,0
-0.07940978310999156,-0.3256750631828778,2,0,0
-0.02348731797901118,-0.08013958793528837,2,0,0
-0.05222935645522184,0.06033425840596353,2,0,0
-0.06621269924397527,-0.4509925572873679,2,0,0
-0.029202431869490456,0.10291373243238602,2,0,0
0.0930788971777425,-0.05414737547022147,2,0,0
-0.03578511044135207,0.2524459844425947,2,0,0
0.15113928909562635,-0.07482206317288626,2,0,0
0.03884367376627628,-0.2862306055184035,2,0,0
0.009215881465990986,0.05834354131738959,2,0,0
-0.052344613625059835,0.27421225966791773,2,0,0
-0.04646431149240398,0.17390514818439928,2,0,0
0.08846565796047932,-0.4325389640049101,2,0,0
-0.10226378410105426,-0.009268877676977491,2,0,0
-0.10034626881529762,0.20650113486598226,2,0,0
0.0502791662080357,0.12369849542152579,2,0,0
0.10275723601102742,0.290752090628828,2,0,0
-0.050454029920039535,-0.13831720783574164,2,0,0
0.06464742134003622,0.055324601493910726,2,0,0
-0.0116735352917317,0.19712289598524943,2,0,0
0.015607452798571519,-0.010912964079343425,2,0,0
0.014078651618086191,-0.013481932312281349,2,0,0
-0.02086834151583295,-0.09836233560799756,2,0,0
0.14458056830124927,0.2796938284782557,2,0,0
-0.12017567696722821,-0.23641860207282694,2,0,0
-0.15946824764544196,-0.3032955099137655,2,0,0
-0.08669234621498857,0.012627288600598004,2,0,0
0.07947620618218026,0.0037558650445135315,2,0,0
-0.030250725669465905,-0.001065109568995718,4,0,0
0.003216044268317737,-0.396648733380747,4,0,0
0.015672973805729656,-0.3631408050335868,4,0,0
0.05567844456993816,-0.448331681366879,4,0,0
-0.08469402072556967,-0.02912317042177139,4,0,0
-0.07475452690628011,-0.3254883003318051,4,0,0
-0.07978178444920346,-0.1576956162090863,4,0,0
0.07076712740281156,0.3801935876362241,4,0,0
0.028603848124555672,0.2892838134318874,4,0,0
-0.1710466926351624,0.5609147787434965,4,0,0
-0.06174262519984757,0.15834129348026044,4,0,0
0.014041899223389153,0.07602713797768555,4,0,0
-0.06277530154938968,0.34567608517261794,4,0,0
-0.016042038737299886,0.4313589596504831,4,0,0
-0.027907488680940534,0.6835843592195722,4,0,0
-0.12998710849711595,0.5044336827072944,6,0,0
-0.023150828354921178,0.21393612135349965,6,0,0
0.03749677710090929,0.20577455759116609,4,0,0
-0.015361814737496263,-0.14739305513106782,4,0,0
-0.06419438354113037,-0.19850851493723554,4,0,0
-0.0534330197842156,0.15089331047818916,4,0,0
-0.017638351184099284,0.34629359366500495,4,0,0
0.07189068228020896,0.24390948694405568,4,0,0
0.22103892900981217,-0.2597242621425202,14,0,0
0.1597650914087106,-0.6742071849860888,20,0,0
-0.0020726396048083217,-0.45156705299979444,10,0,0
-0.05553667554237663,0.08708210691918253,4,0,0
-0.056913906945043585,-0.09255026139974439,4,0,0
0.10554122683312661,-0.35789746295925207,4,0,0
0.052254760364616605,-0.07375523586853043,4,0,0
-0.10871921285040051,0.24440684710213348,4,0,0
-0.04259627686809949,0.0796656697232028,4,0,0
0.08286635758258193,-0.19534936417297946,4,0,0
0.03513915660965677,-0.3377244920317827,8,0,0
-0.04884681071442348,-0.16320808667066025,8,0,0
-0.02103865772967515,0.03170751487842154,4,0,0
-0.014633230752780878,0.0275674647849622,4,0,0
0.060023059356710755,-0.0226375563407478,4,0,0
-0.030001467192193803,-0.1410582955780281,4,0,0
0.038634245881713276,0.10437425444409104,4,0,0
0.053502327168490675,0.10866828620485955,4,0,0
0.03327573440408418,-0.00039690167876092297,4,0,0
0.07492068580876597,0.13278049745485399,4,0,0
-0.026148937066312355,0.03488038531474408,4,0,0
-0.028680003570781543,0.00017472242705905333,4,0,0
-0.14334601372082018,0.12433954594095849,4,0,0
-0.15318102050679497,0.2520303846959112,4,0,0
-0.048012608990803264,0.03425826999770851,6,0,0
-0.03446138330557025,-0.31837449549215596,6,0,0
-0.014899539169619056,-0.17664024736863473,6,0,0
0.034305356287470404,-0.254679161662083,6,0,0
-0.002129101122014646,-0.5166084229275599,4,0,0
0.047291569692690535,-0.2994599945528647,4,0,0
0.05020420130973608,0.11623649004884633,4,0,0
-0.06266921652352282,-0.15912737316851175,4,0,0
-0.02782529150254623,-0.5587450790387246,4,0,0
0.06092170995213795,-0.11050965638664971,4,0,0
-0.030089326877798233,-0.19928950415511218,4,0,0
-0.10289710108900274,-0.40581465111816617,4,0,0
-0.07571667443423302,-0.019805329529324844,4,0,0
-0.11844205569919711,-0.3906582988814044,4,0,0
-0.09541513111346572,-0.34807882485498187,4,0,0
0.06387646530825204,0.048766356962164546,4,0,0
0.05729378673639043,0.19829860897237322,4,0,0
0.11535417865427429,0.17762392126970844,4,0,0
0.18998296286190264,-0.36105266869128977,4,0,0
0.048059555232267265,-0.2278870642010139,4,0,0
-0.043128732159068844,0.33255580098530735,4,0,0
-0.09880892511746381,0.4481174078523171,4,0,0
0.042001346468075344,-0.2586338158205108,4,0,0
-0.013798126140574938,-0.4418078416818876,4,0,0
-0.2026100529163519,0.19723225718900478,4,0,0
-0.050067102607261924,0.33019963028750804,4,0,0
0.15303640221906312,0.4144505860503538,4,0,0
0.05230320609098788,0.15243488279308634,4,0,0
0.014193391419996686,-0.08299260634183092,4,0,0
0.05297388604830452,0.2524474974791602,4,0,0
0.0039339175068398196,0.186209931905906,4,0,0
0.02968610441665771,-0.024394896391624774,4,0,0
-0.00678968989774676,-0.11184426792027892,4,0,0
0.12371222678541632,0.18133149287025815,4,0,0
0.02440489133402107,0.04327522640542877,4,0,0
-0.2796439246126702,-0.5397141119865925,4,0,0
-0.24616059386043054,-0.29066822131316755,4,0,0
-0.007216140032808318,0.016383153645111535,4,0,0
-0.09977351841016684,-0.12812003123911037,6,0,0
0.08841181081474833,-0.6327346167442192,6,0,0
-0.013844348170762773,-0.5753866030369937,6,0,0
0.000501745820860927,-0.26520905378524356,6,0,0
-0.10427184888277254,-0.5377340983352119,6,0,0
-0.1349584831982807,0.0254270113725492,6,0,0
0.05118929924560869,-0.1284173402772165,6,0,0
-0.031600108167444914,0.6401991251362417,6,0,0
-0.04007560894035026,0.5901930546753662,6,0,0
-0.16410986077010403,0.4183468309802781,6,0,0
-0.054637557841516776,0.37693637922116435,6,0,0
-0.05583846968433132,0.2031081374093996,6,0,0
-0.008936971378969092,0.649954045391387,6,0,0
-0.09778785758866101,0.8106653586512862,6,0,0
-0.07614877832669535,0.8087116429260633,8,0,0
-0.1048966472062823,0.5932425203543028,8,0,0
-0.010744512544845533,0.3309018412976573,8,0,0
0.00972864655333738,-0.05858421748405939,6,0,0
-0.051788067731054724,-0.08154279499307789,6,0,0
-0.08120115033178751,-0.11346546459703631,6,0,0
-0.054064604177657745,0.4121438538029949,6,0,0
0.05488391548955182,0.3289525372842549,6,0,0
